,id,order_id,quantity,item_name,choice_description,item_price
1201,1202,491,1,Chicken Burrito,"[Fresh Tomato Salsa, [Cheese, Sour Cream, Lettuce]]",8.75
1202,1203,491,1,Barbacoa Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Guacamole, Lettuce]]",11.75
1203,1204,491,1,Chicken Burrito,"[Fresh Tomato Salsa, [Cheese, Sour Cream, Lettuce]]",8.75
1204,1205,491,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",8.75
1205,1206,491,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole]]",11.25
1206,1207,491,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Guacamole]]",11.25
1207,1208,492,1,Chicken Bowl,"[[Fresh Tomato Salsa (Mild), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Cheese, Sour Cream, Guacamole]]",10.98
1208,1209,493,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.25
1209,1210,493,1,Chips and Guacamole,nan,4.45
1210,1211,494,1,Chicken Bowl,"[Tomatillo-Red Chili Salsa (Hot), [Pinto Beans, Rice, Cheese, Sour Cream, Guacamole]]",10.98
1211,1212,494,1,Chicken Burrito,"[Roasted Chili Corn Salsa (Medium), [Rice, Cheese, Sour Cream]]",8.49
1212,1213,495,1,Carnitas Bowl,"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",8.99
1213,1214,495,1,Izze,[Clementine],3.39
1214,1215,496,1,Chips and Guacamole,nan,3.99
1215,1216,496,1,Steak Burrito,"[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium)], [Black Beans, Rice, Cheese, Lettuce]]",8.99
1216,1217,496,1,Canned Soda,[Diet Coke],1.09
1217,1218,496,1,Canned Soda,[Diet Dr. Pepper],1.09
1218,1219,496,1,Chips and Tomatillo-Green Chili Salsa,nan,2.39
1219,1220,497,2,Chicken Burrito,"[Tomatillo Red Chili Salsa, [Cheese, Rice, Black Beans]]",17.5
1220,1221,497,1,Chips and Guacamole,nan,4.45
1221,1222,498,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Sour Cream, Guacamole]]",11.25
1222,1223,498,1,Chicken Bowl,"[Tomatillo Green Chili Salsa, [Rice, Cheese, Guacamole, Lettuce]]",11.25
1223,1224,498,1,Chips and Guacamole,nan,4.45
1224,1225,499,1,Steak Bowl,"[Fresh Tomato Salsa, [Black Beans, Cheese, Sour Cream]]",9.25
1225,1226,499,1,Chips and Guacamole,nan,4.45
1226,1227,500,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice]]",8.75
1227,1228,500,1,Chips,nan,2.15
1228,1229,500,1,Canned Soft Drink,[Diet Coke],1.25
1229,1230,501,1,Barbacoa Salad Bowl,"[Fresh Tomato Salsa, [Rice, Fajita Vegetables, Pinto Beans, Black Beans, Sour Cream, Cheese, Lettuce, Guacamole]]",11.89
1230,1231,501,1,Chips and Fresh Tomato Salsa,nan,2.95
1231,1232,502,1,Steak Burrito,"[Roasted Chili Corn Salsa, [Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.75
1232,1233,502,1,Canned Soft Drink,[Diet Coke],1.25
1233,1234,503,1,Chicken Burrito,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.25
1234,1235,503,1,Chips and Guacamole,nan,4.45
1235,1236,504,1,Barbacoa Bowl,"[Tomatillo-Green Chili Salsa (Medium), [Black Beans, Rice, Cheese, Guacamole]]",11.48
1236,1237,504,1,Barbacoa Bowl,"[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Cheese, Sour Cream, Guacamole, Lettuce]]",11.48
1237,1238,505,1,Chips and Fresh Tomato Salsa,nan,2.95
1238,1239,505,1,Carnitas Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",9.25
1239,1240,506,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Sour Cream, Lettuce]]",8.75
1240,1241,506,1,Barbacoa Soft Tacos,"[Tomatillo Red Chili Salsa, [Rice, Pinto Beans, Cheese, Sour Cream]]",9.25
1241,1242,506,1,Chips and Fresh Tomato Salsa,nan,2.95
1242,1243,507,1,Veggie Bowl,"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.25
1243,1244,507,1,Canned Soft Drink,[Lemonade],1.25
1244,1245,507,1,Carnitas Bowl,"[Tomatillo Green Chili Salsa, [Rice, Pinto Beans, Cheese, Guacamole, Lettuce]]",11.75
1245,1246,507,1,Canned Soft Drink,[Lemonade],1.25
1246,1247,508,1,Steak Bowl,"[Fresh Tomato Salsa (Mild), [Rice, Cheese]]",8.99
1247,1248,508,1,Chips and Fresh Tomato Salsa,nan,2.39
1248,1249,509,1,Canned Soft Drink,[Diet Coke],1.25
1249,1250,509,1,Chicken Soft Tacos,"[Fresh Tomato Salsa, [Sour Cream, Cheese, Guacamole]]",11.25
1250,1251,509,1,Canned Soft Drink,[Coke],1.25
1251,1252,509,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Fajita Vegetables, Sour Cream, Cheese, Guacamole]]",11.25
1252,1253,510,1,Veggie Burrito,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream]]",8.49
1253,1254,510,1,Chips and Guacamole,nan,3.99
1254,1255,511,4,Chicken Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Lettuce]]",35.0
1255,1256,511,3,Steak Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Lettuce]]",27.75
1256,1257,511,1,Veggie Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Lettuce]]",8.75
1257,1258,511,4,Chips and Fresh Tomato Salsa,nan,11.8
1258,1259,511,2,Chips and Guacamole,nan,8.9
1259,1260,511,2,Chips and Tomatillo Green Chili Salsa,nan,5.9
1260,1261,511,1,6 Pack Soft Drink,[Coke],6.49
1261,1262,512,1,Veggie Burrito,"[Roasted Chili Corn Salsa (Medium), [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce]]",10.98
1262,1263,513,2,Steak Burrito,"[[Tomatillo-Green Chili Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Fajita Veggies, Sour Cream]]",17.98
1263,1264,513,1,Chips and Tomatillo-Green Chili Salsa,nan,2.39
1264,1265,514,1,Barbacoa Bowl,"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese, Lettuce]]",9.25
1265,1266,514,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans]]",8.75
1266,1267,514,1,Chips,nan,2.15
1267,1268,515,1,Chicken Soft Tacos,"[Roasted Chili Corn Salsa, [Rice, Cheese]]",8.75
1268,1269,515,1,Chips and Guacamole,nan,4.45
1269,1270,516,1,Chicken Burrito,"[Fresh Tomato Salsa (Mild), [Rice, Cheese, Lettuce]]",8.49
1270,1271,516,1,Side of Chips,nan,1.69
1271,1272,517,1,Chicken Burrito,"[Tomatillo Red Chili (Hot), [Lettuce, Rice, Cheese]]",8.19
1272,1273,517,1,Steak Burrito,"[Tomatillo Red Chili (Hot), [Lettuce, Rice, Sour Cream, Cheese]]",8.69
1273,1274,518,1,Chicken Burrito,"[[Roasted Chili Corn Salsa (Medium), Fresh Tomato Salsa (Mild)], [Rice, Black Beans, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce]]",10.98
1274,1275,519,1,Chips and Guacamole,nan,3.99
1275,1276,519,1,Steak Burrito,"[Fresh Tomato Salsa (Mild), [Rice, Cheese, Sour Cream, Guacamole, Lettuce]]",11.48
1276,1277,519,1,Steak Burrito,"[Fresh Tomato Salsa (Mild), [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.48
1277,1278,520,1,Chips and Guacamole,nan,4.45
1278,1279,520,1,Chicken Soft Tacos,"[Fresh Tomato Salsa, [Rice, Sour Cream, Cheese, Lettuce]]",8.75
1279,1280,520,1,6 Pack Soft Drink,[Sprite],6.49
1280,1281,521,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Lettuce]]",8.75
1281,1282,521,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice]]",8.75
1282,1283,522,1,Steak Burrito,"[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Cheese]]",9.25
1283,1284,522,1,Canned Soft Drink,[Diet Coke],1.25
1284,1285,522,1,Chips and Guacamole,nan,4.45
1285,1286,523,1,Chicken Burrito,"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese]]",8.49
1286,1287,523,1,Side of Chips,nan,1.69
1287,1288,524,1,Carnitas Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Lettuce]]",9.25
1288,1289,524,1,Chips and Guacamole,nan,4.45
1289,1290,525,1,Steak Burrito,"[[Roasted Chili Corn Salsa (Medium), Fresh Tomato Salsa (Mild)], [Lettuce, Black Beans, Sour Cream, Cheese, Rice, Fajita Veggies, Pinto Beans]]",8.99
1290,1291,525,1,Canned Soda,[Sprite],1.09
1291,1292,526,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole, Lettuce]]",11.25
1292,1293,526,1,Chips and Roasted Chili Corn Salsa,nan,2.95
1293,1294,527,1,Steak Bowl,"[Fresh Tomato (Mild), [Guacamole, Lettuce, Pinto Beans, Rice, Sour Cream, Cheese]]",11.08
1294,1295,527,1,Carnitas Bowl,"[Fresh Tomato (Mild), [Guacamole, Lettuce, Rice, Sour Cream, Cheese]]",11.08
1295,1296,527,1,Chips and Guacamole,nan,3.89
1296,1297,528,1,Chicken Bowl,"[Fresh Tomato Salsa (Mild), [Rice, Black Beans, Fajita Veggies, Cheese, Guacamole, Lettuce]]",10.98
1297,1298,529,1,Veggie Bowl,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Guacamole]]",11.25
1298,1299,529,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",8.75
1299,1300,529,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Black Beans, Guacamole]]",11.25
1300,1301,530,1,Barbacoa Burrito,"[Tomatillo Red Chili Salsa, [Rice, Cheese, Lettuce]]",9.25
1301,1302,530,2,Chips,nan,4.3
1302,1303,530,1,Chicken Bowl,"[Tomatillo Green Chili Salsa, [Rice, Pinto Beans, Sour Cream, Lettuce]]",8.75
1303,1304,531,1,Chicken Bowl,"[[Fresh Tomato Salsa (Mild), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Cheese, Sour Cream]]",8.49
1304,1305,531,1,Chips and Guacamole,nan,3.99
1305,1306,532,1,Side of Chips,nan,1.69
1306,1307,532,1,Steak Bowl,"[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Fajita Veggies, Lettuce, Cheese, Sour Cream]]",8.99
1307,1308,533,1,Chicken Bowl,"[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Cheese]]",8.49
1308,1309,533,1,Side of Chips,nan,1.69
1309,1310,534,1,Steak Burrito,"[Tomatillo Red Chili Salsa, [Fajita Vegetables, Black Beans, Cheese, Sour Cream, Guacamole]]",11.75
1310,1311,534,1,Chicken Burrito,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole]]",11.25
1311,1312,534,1,Steak Salad Bowl,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.89
1312,1313,535,1,Steak Bowl,"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese]]",9.25
1313,1314,535,1,Chips and Tomatillo Red Chili Salsa,nan,2.95
1314,1315,535,1,Steak Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",9.25
1315,1316,535,1,Chips and Fresh Tomato Salsa,nan,2.95
1316,1317,536,1,Veggie Salad Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream]]",8.75
1317,1318,536,1,Chips and Guacamole,nan,4.45
1318,1319,537,1,Chips and Guacamole,nan,4.45
1319,1320,537,1,Veggie Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce]]",8.75
1320,1321,538,1,Chicken Burrito,"[[Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Pinto Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce]]",10.98
1321,1322,539,1,Steak Burrito,"[[Fresh Tomato Salsa (Mild), Tomatillo-Red Chili Salsa (Hot)], [Rice, Cheese, Sour Cream, Guacamole]]",11.48
1322,1323,539,1,Chicken Burrito,"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese]]",8.49
1323,1324,540,1,Steak Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese]]",9.25
1324,1325,540,1,Chips and Guacamole,nan,4.45
1325,1326,541,1,Steak Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole]]",11.75
1326,1327,541,1,Barbacoa Salad Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce]]",11.89
1327,1328,542,1,Steak Crispy Tacos,"[Roasted Chili Corn Salsa (Medium), [Rice, Cheese, Lettuce]]",8.99
1328,1329,542,1,Chicken Burrito,"[Roasted Chili Corn Salsa (Medium), [Rice, Cheese, Lettuce]]",8.49
1329,1330,543,1,Chicken Bowl,"[Tomatillo Red Chili Salsa, [Black Beans, Cheese, Sour Cream]]",8.75
1330,1331,543,1,Steak Bowl,"[Tomatillo Green Chili Salsa, [Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream]]",9.25
1331,1332,544,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Lettuce]]",8.75
1332,1333,544,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Lettuce]]",8.75
1333,1334,545,1,Steak Burrito,"[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Guacamole]]",11.75
1334,1335,545,1,Barbacoa Soft Tacos,"[Roasted Chili Corn Salsa, [Rice, Cheese, Sour Cream, Guacamole]]",11.75
1335,1336,545,1,Chips and Guacamole,nan,4.45
1336,1337,546,1,Chicken Burrito,"[Tomatillo Green Chili Salsa, [Rice, Black Beans, Sour Cream, Cheese, Guacamole]]",11.25
1337,1338,546,1,Carnitas Burrito,"[Tomatillo Green Chili Salsa, [Rice, Fajita Vegetables, Sour Cream, Cheese, Lettuce, Guacamole]]",11.75
1338,1339,546,2,Canned Soft Drink,[Coke],2.5
1339,1340,547,1,Steak Burrito,"[Tomatillo-Green Chili Salsa (Medium), [Rice, Cheese, Sour Cream, Lettuce]]",8.99
1340,1341,547,1,Side of Chips,nan,1.69
1341,1342,548,1,Carnitas Bowl,"[Tomatillo Green Chili Salsa, [Rice, Black Beans, Pinto Beans, Cheese, Guacamole]]",11.75
1342,1343,548,1,Chips,nan,2.15
1343,1344,549,1,Canned Soft Drink,[Coke],1.25
1344,1345,549,1,Carnitas Bowl,"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream]]",9.25
1345,1346,549,1,Chicken Crispy Tacos,"[Fresh Tomato Salsa, [Fajita Vegetables, Cheese, Sour Cream, Lettuce]]",8.75
1346,1347,549,2,Chips and Guacamole,nan,8.9
1347,1348,550,1,Barbacoa Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Lettuce]]",9.25
1348,1349,550,1,Chips and Tomatillo Red Chili Salsa,nan,2.95
1349,1350,551,1,Veggie Burrito,"[Tomatillo Green Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",8.75
1350,1351,551,1,Chicken Burrito,"[Tomatillo Green Chili Salsa, Guacamole]",11.25
1351,1352,552,2,Chips and Guacamole,nan,8.9
1352,1353,552,1,Chicken Salad Bowl,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Guacamole]]",11.25
1353,1354,552,1,Steak Soft Tacos,"[Tomatillo Green Chili Salsa, [Fajita Vegetables, Black Beans, Cheese, Guacamole, Lettuce]]",11.75
1354,1355,553,1,Steak Bowl,"[[Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium)], [Rice, Cheese, Sour Cream, Guacamole, Lettuce]]",11.48
1355,1356,553,1,Side of Chips,nan,1.69
1356,1357,553,1,Nantucket Nectar,[Pomegranate Cherry],3.39
1357,1358,554,1,Barbacoa Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Lettuce]]",9.25
1358,1359,554,1,Chips and Roasted Chili Corn Salsa,nan,2.95
1359,1360,555,1,Carnitas Bowl,"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]",8.99
1360,1361,555,1,Side of Chips,nan,1.69
1361,1362,555,1,Chicken Soft Tacos,"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Cheese, Sour Cream, Lettuce]]",8.49
1362,1363,556,1,Chicken Burrito,"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese, Sour Cream, Guacamole]]",10.98
1363,1364,557,1,Veggie Bowl,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Cheese, Sour Cream, Guacamole, Lettuce]]",11.25
1364,1365,557,1,Chips and Fresh Tomato Salsa,nan,2.95
1365,1366,558,1,Steak Soft Tacos,"[[Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium)], [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",8.99
1366,1367,558,1,Side of Chips,nan,1.69
1367,1368,559,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Fajita Vegetables]]",8.75
1368,1369,559,1,Chips,nan,2.15
1369,1370,559,1,Canned Soft Drink,[Diet Coke],1.25
1370,1371,560,1,Chicken Bowl,"[Tomatillo Red Chili Salsa, [Rice, Cheese, Lettuce]]",8.75
1371,1372,560,1,Chips and Roasted Chili Corn Salsa,nan,2.95
1372,1373,560,1,Steak Burrito,"[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Cheese, Lettuce]]",9.25
1373,1374,560,2,Canned Soft Drink,[Coke],2.5
1374,1375,561,1,Veggie Bowl,"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.25
1375,1376,561,1,Canned Soft Drink,[Coke],1.25
1376,1377,561,1,Carnitas Bowl,"[Tomatillo Green Chili Salsa, [Rice, Pinto Beans, Cheese, Guacamole, Lettuce]]",11.75
1377,1378,561,2,Canned Soft Drink,[Lemonade],2.5
1378,1379,561,1,Chicken Bowl,"[Tomatillo Green Chili Salsa, [Rice, Black Beans, Pinto Beans, Guacamole, Lettuce]]",11.25
1379,1380,561,1,Bottled Water,nan,1.5
1380,1381,561,1,Chicken Soft Tacos,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Cheese, Lettuce]]",8.75
1381,1382,561,1,Canned Soft Drink,[Coke],1.25
1382,1383,561,1,Chips and Tomatillo Red Chili Salsa,nan,2.95
1383,1384,562,1,Barbacoa Bowl,"[[Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium)], [Rice, Fajita Veggies, Guacamole, Lettuce]]",11.48
1384,1385,562,1,Steak Burrito,"[Fresh Tomato Salsa (Mild), [Cheese, Sour Cream, Guacamole, Lettuce]]",11.48
1385,1386,563,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Sour Cream]]",8.75
1386,1387,563,1,Chicken Bowl,"[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream]]",8.75
1387,1388,563,1,Chips,nan,2.15
1388,1389,564,1,Steak Burrito,"[Fresh Tomato Salsa, [Rice, Sour Cream, Guacamole]]",11.75
1389,1390,564,1,Canned Soft Drink,[Diet Coke],1.25
1390,1391,565,1,Carnitas Soft Tacos,"[Tomatillo Red Chili Salsa, [Rice, Cheese, Sour Cream, Lettuce]]",9.25
1391,1392,565,1,Barbacoa Soft Tacos,"[Tomatillo Red Chili Salsa, [Rice, Cheese, Sour Cream, Lettuce]]",9.25
1392,1393,566,1,6 Pack Soft Drink,[Diet Coke],6.49
1393,1394,566,1,Carnitas Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Guacamole, Lettuce]]",11.75
1394,1395,567,1,Veggie Burrito,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream]]",8.49
1395,1396,567,1,Veggie Soft Tacos,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream]]",8.49
1396,1397,567,1,Canned Soda,[Coca Cola],1.09
1397,1398,568,1,Chicken Bowl,"[Tomatillo-Green Chili Salsa (Medium), [Fajita Veggies, Cheese, Guacamole, Lettuce]]",10.98
1398,1399,569,1,Chicken Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice]]",8.75
1399,1400,569,1,Canned Soft Drink,[Diet Coke],1.25
1400,1401,569,1,Chips,nan,2.15
1401,1402,570,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Lettuce, Guacamole]]",11.25
1402,1403,570,1,Bottled Water,nan,1.5
1403,1404,571,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole]]",11.25
1404,1405,571,1,Veggie Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Guacamole]]",11.25
1405,1406,572,1,Chicken Bowl,"[Roasted Chili Corn Salsa (Medium), [Rice, Cheese]]",8.49
1406,1407,572,1,Chicken Burrito,"[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]",8.49
1407,1408,573,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Lettuce]]",8.75
1408,1409,573,1,Bottled Water,nan,1.5
1409,1410,573,1,Canned Soft Drink,[Diet Coke],1.25
1410,1411,573,1,Bottled Water,nan,1.5
1411,1412,574,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese]]",8.75
1412,1413,574,2,Canned Soft Drink,[Diet Coke],2.5
1413,1414,574,1,Chips,nan,2.15
1414,1415,575,1,Salad,"[Brown Rice, Adobo-Marinated and Grilled Chicken, Vegetarian Black Beans]",7.4
1415,1416,575,1,Salad,"[White Rice, Adobo-Marinated and Grilled Chicken, Vegetarian Black Beans]",7.4
1416,1417,575,1,Chips and Guacamole,nan,4.0
1417,1418,576,1,Barbacoa Bowl,[Tomatillo Red Chili Salsa],9.25
1418,1419,576,1,Barbacoa Salad Bowl,[Roasted Chili Corn Salsa],9.39
1419,1420,576,1,Barbacoa Bowl,[Roasted Chili Corn Salsa],9.25
1420,1421,576,1,Barbacoa Bowl,[Roasted Chili Corn Salsa],9.25
1421,1422,576,1,Barbacoa Salad Bowl,[Roasted Chili Corn Salsa],9.39
1422,1423,577,1,Chicken Salad Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Guacamole, Lettuce]]",11.25
1423,1424,577,2,Chips and Guacamole,nan,8.9
1424,1425,577,1,Chicken Burrito,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Pinto Beans, Guacamole, Lettuce]]",11.25
1425,1426,577,4,Bottled Water,nan,6.0
1426,1427,577,1,Chicken Soft Tacos,"[Fresh Tomato Salsa, [Fajita Vegetables, Cheese, Guacamole]]",11.25
1427,1428,577,1,Chicken Bowl,"[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Cheese, Guacamole]]",11.25
1428,1429,577,1,Veggie Bowl,"[Fresh Tomato Salsa, [Black Beans, Pinto Beans, Cheese, Guacamole, Lettuce]]",11.25
1429,1430,578,2,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Sour Cream, Guacamole]]",22.5
1430,1431,579,1,Carnitas Bowl,"[[Tomatillo-Red Chili Salsa (Hot), Fresh Tomato Salsa (Mild)], [Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce]]",11.48
1431,1432,579,1,Canned Soda,[Sprite],1.09
1432,1433,580,1,Chicken Bowl,"[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium)], [Rice, Fajita Veggies]]",8.49
1433,1434,580,1,Veggie Bowl,"[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium)], [Rice, Fajita Veggies, Lettuce]]",8.49
1434,1435,581,2,Chicken Burrito,"[Fresh Tomato Salsa, Rice]",17.5
1435,1436,582,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole]]",11.25
1436,1437,582,1,Bottled Water,nan,1.5
1437,1438,583,1,Carnitas Soft Tacos,"[Tomatillo Red Chili Salsa, [Rice, Cheese, Sour Cream, Lettuce]]",9.25
1438,1439,583,1,Chicken Soft Tacos,"[Roasted Chili Corn Salsa, [Rice, Cheese, Lettuce]]",8.75
1439,1440,584,1,Chips and Guacamole,nan,3.99
1440,1441,584,1,Veggie Burrito,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream]]",8.49
1441,1442,585,1,Veggie Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream]]",8.75
1442,1443,585,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Sour Cream, Lettuce]]",8.75
1443,1444,585,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream]]",8.75
1444,1445,586,1,Chicken Burrito,"[Roasted Chili Corn Salsa, [Rice, Fajita Vegetables]]",8.75
1445,1446,586,1,Chicken Burrito,"[Tomatillo Green Chili Salsa, [Rice, Fajita Vegetables, Sour Cream]]",8.75
1446,1447,587,1,Steak Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole]]",11.75
1447,1448,587,1,Bottled Water,nan,1.5
1448,1449,588,1,Chicken Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.25
1449,1450,588,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Guacamole]]",11.25
1450,1451,588,1,Chips and Roasted Chili Corn Salsa,nan,2.95
1451,1452,589,1,Steak Crispy Tacos,"[Fresh Tomato Salsa (Mild), [Rice, Cheese]]",8.99
1452,1453,589,1,Chicken Burrito,"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese, Sour Cream, Guacamole]]",10.98
